72,10,59,31,9,36,10,37,12,59,73,9,20,51,52,68,10,44,12,16,53,15,18,20,63,46,16,10,78,61,40,31,18,20,44,61,21,15,16,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
