0.161760,0.103363,0.099890,0.126887,0.088830,0.130917,0.101833,0.137253,0.171033,0.107870,0.107333,0.130120,0.115950,0.116437,0.100817,0.036597,0.090957,0.091133,0.095863,0.114570,0.086040,0.175513,0.165240,0.149917,0.175073,0.089473,0.114617,0.108550,0.123587,0.110840,0.083103,0.088493,0.110453,0.117343,0.087907,0.100353,0.086160,0.106617,0.083727,0.063660,0.092727,0.063050,0.112693,0.119533,0.096337,0.089823,0.118367,0.158623,0.131700,0.115323,0.154923,0.104827,0.132303,0.077767,0.111453,0.099223,0.121263,0.107917,0.132467,0.125337,0.117480,0.110363,0.084950,0.089543,0.074573,0.104513,0.147663,0.104257,0.118410,0.136803,0.153147,0.120833,0.100080,0.104360,0.139467,0.129687,0.110930,0.131620,0.146367,0.128310,0.124643,0.145337,0.101957,0.103843,0.090273,0.115370,0.136333,0.111990,0.082317,0.110277,0.168360,0.154423,0.109460,0.130120,0.130450,0.133580,0.115313,0.167210,0.130160,0.115323,0.128983,0.109527,0.108000,0.165120,0.132853,0.106660,0.152003,0.088573,0.131997,0.088470,0.113110,0.101657,0.095677,0.107010,0.127053,0.152400,0.112550,0.128320,0.139770,0.130157,0.132670,0.132177,0.124980,0.155420,0.118670,0.133223,0.121343,0.138670,0.168930,0.078543,0.110123,0.126787,0.136937,0.126540,0.089513,0.118350,0.097260,0.126050,0.081853,0.117510,0.119113
0.228543,0.071693,0.139670,0.091260,0.109557,0.069193,0.174137,0.150480,0.124180,0.115487,0.084780,0.096817,0.130213,0.118247,0.103933,0.042783,0.075723,0.140243,0.078377,0.114160,0.111547,0.084970,0.163810,0.128437,0.107937,0.151110,0.137503,0.169967,0.113953,0.104420,0.106223,0.085070,0.108677,0.086190,0.089010,0.116600,0.103610,0.083280,0.138250,0.103063,0.115603,0.072427,0.122133,0.141933,0.129883,0.120140,0.122760,0.170980,0.110983,0.108963,0.146810,0.134640,0.142287,0.123220,0.145097,0.149503,0.137803,0.143197,0.117577,0.111873,0.085327,0.090467,0.108563,0.109523,0.067730,0.124700,0.125890,0.124413,0.118457,0.116853,0.113943,0.165857,0.137740,0.113950,0.134490,0.119347,0.147570,0.108827,0.087973,0.108077,0.132260,0.082787,0.128753,0.137710,0.122243,0.080577,0.095877,0.097327,0.092983,0.097680,0.117093,0.126773,0.106617,0.118363,0.104807,0.112160,0.130867,0.135723,0.122350,0.107247,0.121187,0.104650,0.145407,0.123133,0.111683,0.137790,0.131620,0.112827,0.131720,0.129200,0.108697,0.123357,0.095680,0.083383,0.086223,0.132030,0.125110,0.144087,0.134183,0.133147,0.101783,0.136940,0.136157,0.121510,0.138040,0.111217,0.127727,0.108850,0.154457,0.123513,0.111903,0.144093,0.118623,0.104597,0.103500,0.111820,0.095833,0.104780,0.136920,0.115070,0.138613
0.250717,0.192607,0.094383,0.130703,0.115350,0.081750,0.109863,0.111453,0.112580,0.175050,0.136567,0.106890,0.120967,0.126053,0.116210,0.126820,0.045213,0.073720,0.096380,0.090420,0.122043,0.102433,0.182867,0.177723,0.140687,0.161567,0.095387,0.134063,0.121730,0.109243,0.109397,0.112943,0.075567,0.152793,0.111657,0.089557,0.099887,0.094003,0.096137,0.091577,0.082650,0.099370,0.078217,0.119060,0.107673,0.099687,0.105360,0.120443,0.148640,0.110413,0.123153,0.150603,0.105617,0.138880,0.075317,0.112337,0.091903,0.133480,0.103433,0.125037,0.133417,0.106430,0.101983,0.106567,0.097787,0.083200,0.123530,0.154927,0.105400,0.130967,0.135730,0.165337,0.125480,0.109110,0.112990,0.132110,0.139573,0.113393,0.145670,0.144007,0.127853,0.112590,0.144037,0.101527,0.124880,0.085527,0.111270,0.129443,0.098143,0.072660,0.088710,0.170577,0.144123,0.099397,0.125273,0.108897,0.108120,0.116937,0.149343,0.134417,0.119233,0.131033,0.116620,0.112073,0.152857,0.136040,0.127190,0.148833,0.095207,0.128767,0.084320,0.135460,0.109460,0.101013,0.111490,0.107823,0.137947,0.111457,0.148413,0.147627,0.127127,0.128890,0.127880,0.124897,0.151913,0.121027,0.129773,0.121597,0.141400,0.172190,0.091623,0.114600,0.139810,0.137100,0.126193,0.095240,0.118917,0.109347,0.135303,0.094057,0.128100
0.215923,0.208130,0.089930,0.130017,0.108483,0.115280,0.091717,0.180920,0.167813,0.122623,0.118607,0.102483,0.115793,0.107963,0.119273,0.096213,0.045147,0.095923,0.122697,0.096383,0.112317,0.118090,0.103923,0.145350,0.135077,0.119947,0.150163,0.137637,0.171600,0.117863,0.111597,0.087423,0.085100,0.094727,0.082227,0.093833,0.101733,0.084140,0.101157,0.123863,0.102240,0.100740,0.066330,0.105817,0.156893,0.125117,0.097057,0.130887,0.168223,0.115510,0.093510,0.142417,0.138383,0.132800,0.114107,0.148463,0.144240,0.140630,0.146313,0.120950,0.106133,0.089460,0.104430,0.097697,0.113667,0.074000,0.099680,0.108970,0.117613,0.115193,0.130907,0.112833,0.146663,0.141123,0.123320,0.114077,0.123500,0.150847,0.097943,0.114523,0.094047,0.122877,0.088233,0.118933,0.126947,0.117470,0.093183,0.087483,0.109467,0.108917,0.120527,0.119083,0.130070,0.111567,0.105240,0.118637,0.142517,0.119357,0.146163,0.121540,0.112147,0.122797,0.095710,0.137070,0.155397,0.105720,0.135303,0.134137,0.118907,0.135830,0.130817,0.100427,0.112173,0.090420,0.083890,0.087593,0.137077,0.139130,0.125667,0.132440,0.114217,0.118800,0.142773,0.123860,0.123930,0.127120,0.115787,0.123660,0.098380,0.153987,0.107550,0.112687,0.121820,0.113680,0.103940,0.107583,0.113140,0.096140,0.104473,0.140723,0.122557
0.176550,0.264977,0.169027,0.100203,0.106107,0.099233,0.087847,0.106723,0.137027,0.118820,0.160317,0.131910,0.107703,0.133137,0.130393,0.123357,0.095393,0.047890,0.086313,0.086940,0.096393,0.108103,0.094697,0.202943,0.152153,0.114060,0.126690,0.089070,0.124643,0.118017,0.105947,0.099903,0.119903,0.088593,0.157993,0.097357,0.091687,0.094877,0.083223,0.107530,0.090963,0.093677,0.114650,0.085940,0.104960,0.120253,0.117553,0.094140,0.140120,0.153017,0.140183,0.138283,0.151430,0.129617,0.140073,0.076633,0.106053,0.096693,0.130813,0.108013,0.133373,0.123753,0.104363,0.098063,0.104280,0.091783,0.099617,0.135547,0.156883,0.107273,0.120493,0.107040,0.162973,0.111087,0.095050,0.129937,0.129727,0.137230,0.120673,0.126653,0.139243,0.121917,0.113420,0.141510,0.109630,0.142050,0.092203,0.113897,0.109217,0.098067,0.081700,0.084463,0.160403,0.141677,0.121893,0.124043,0.113873,0.124133,0.128047,0.158700,0.113977,0.096470,0.130837,0.128190,0.104680,0.150590,0.130117,0.127100,0.131983,0.103013,0.122843,0.078073,0.124313,0.100940,0.084143,0.111150,0.110657,0.120367,0.113547,0.131240,0.162727,0.119790,0.126963,0.129563,0.134027,0.160517,0.116353,0.112130,0.126143,0.141867,0.154093,0.099160,0.130500,0.143543,0.126263,0.121797,0.099267,0.115867,0.099017,0.121003,0.095103
0.178270,0.204387,0.221953,0.098597,0.141770,0.104747,0.106310,0.088633,0.150130,0.147717,0.114817,0.107057,0.113813,0.105187,0.107633,0.126863,0.114563,0.054020,0.108383,0.091783,0.088693,0.122270,0.106783,0.111630,0.160510,0.147760,0.150627,0.126313,0.131020,0.163533,0.126290,0.116117,0.089140,0.092863,0.108793,0.105627,0.114133,0.104180,0.089443,0.104147,0.118890,0.101167,0.088370,0.063303,0.115633,0.139287,0.123823,0.109063,0.137797,0.162610,0.095840,0.082967,0.154940,0.150500,0.138683,0.105470,0.153257,0.151170,0.138967,0.136347,0.129263,0.125510,0.084910,0.100657,0.104090,0.110630,0.085097,0.121527,0.117593,0.109610,0.122927,0.155037,0.120010,0.156023,0.160120,0.126533,0.113640,0.134137,0.147530,0.109903,0.113977,0.103080,0.125243,0.085367,0.101823,0.129030,0.108003,0.089503,0.107607,0.115563,0.105800,0.131627,0.128163,0.147780,0.116920,0.102700,0.105967,0.136833,0.124340,0.151433,0.139227,0.128750,0.120920,0.105253,0.126957,0.146067,0.103437,0.127477,0.137780,0.102707,0.143683,0.120503,0.118203,0.116247,0.109357,0.091950,0.094647,0.140700,0.134217,0.141733,0.147177,0.117933,0.111323,0.148450,0.127320,0.119927,0.126497,0.126483,0.120640,0.101240,0.172730,0.103593,0.115310,0.133220,0.120617,0.114357,0.112687,0.105757,0.100340,0.110680,0.125453
0.234707,0.166450,0.241100,0.149520,0.079293,0.120567,0.099757,0.095683,0.116327,0.142453,0.128390,0.163823,0.112223,0.112143,0.140300,0.131340,0.114213,0.081630,0.057107,0.106057,0.082810,0.105000,0.135627,0.080913,0.182940,0.164557,0.111570,0.131287,0.107790,0.129530,0.132630,0.108313,0.098913,0.102710,0.087287,0.125823,0.087103,0.119747,0.096577,0.080693,0.100127,0.107553,0.098547,0.127033,0.099487,0.129320,0.112737,0.095560,0.103683,0.169657,0.142687,0.129113,0.127440,0.127730,0.117597,0.132793,0.094513,0.090983,0.102130,0.134007,0.106513,0.150913,0.140267,0.105647,0.098053,0.106270,0.081927,0.082923,0.136760,0.151107,0.104477,0.111190,0.112890,0.152253,0.095587,0.110373,0.129213,0.133977,0.141777,0.131190,0.120943,0.128293,0.098077,0.112950,0.156273,0.097823,0.129720,0.114013,0.118947,0.121577,0.104807,0.088353,0.089603,0.151330,0.130360,0.118313,0.114440,0.110863,0.117613,0.124150,0.150250,0.118087,0.100963,0.124740,0.121633,0.113270,0.148850,0.136773,0.134297,0.133457,0.100840,0.136083,0.084513,0.121140,0.096020,0.078513,0.121037,0.116560,0.122287,0.111740,0.123113,0.148630,0.122453,0.126373,0.128280,0.129750,0.151350,0.115470,0.124097,0.129700,0.143213,0.153233,0.096100,0.124220,0.140233,0.124963,0.107400,0.108877,0.120780,0.109160,0.125507
0.149410,0.211873,0.199553,0.206600,0.118317,0.117537,0.114323,0.101870,0.084580,0.150290,0.142483,0.127440,0.107007,0.125073,0.114183,0.136710,0.127630,0.121407,0.048100,0.116030,0.119190,0.099050,0.105390,0.137700,0.135820,0.161863,0.148247,0.165557,0.124327,0.130143,0.137720,0.131033,0.134537,0.103563,0.086807,0.115533,0.108183,0.091387,0.105210,0.099530,0.092733,0.090447,0.080977,0.074737,0.063020,0.111873,0.138937,0.122580,0.101890,0.103003,0.150967,0.112393,0.085270,0.159863,0.141670,0.145107,0.106893,0.150007,0.150850,0.145700,0.123167,0.098503,0.097960,0.090350,0.102647,0.099397,0.113387,0.089377,0.106663,0.120557,0.114870,0.130770,0.149567,0.115000,0.141020,0.138543,0.111347,0.111917,0.141193,0.132807,0.127810,0.131860,0.138090,0.127550,0.082353,0.112677,0.144007,0.099673,0.092180,0.100340,0.102840,0.091547,0.140203,0.123117,0.141963,0.115450,0.132717,0.114520,0.145570,0.110610,0.143897,0.134710,0.126837,0.110240,0.113613,0.132757,0.131740,0.110850,0.139360,0.144070,0.095647,0.131017,0.118023,0.130580,0.104270,0.107250,0.086097,0.098480,0.139337,0.125400,0.138600,0.133070,0.115867,0.113250,0.149483,0.135880,0.149187,0.129917,0.124177,0.114787,0.109663,0.157940,0.100280,0.102703,0.135583,0.112950,0.120030,0.106827,0.107603,0.092890,0.109183
0.202607,0.211407,0.160060,0.197517,0.132520,0.107397,0.086320,0.097180,0.081923,0.119053,0.143127,0.147357,0.169920,0.100313,0.116130,0.113383,0.126170,0.086217,0.097183,0.062000,0.107990,0.083287,0.106617,0.129300,0.093117,0.190340,0.139117,0.108233,0.135177,0.118963,0.133943,0.100787,0.108477,0.102147,0.102623,0.103340,0.128910,0.081357,0.102540,0.089773,0.094380,0.127993,0.109963,0.106590,0.101057,0.099157,0.147840,0.133207,0.122820,0.112450,0.156150,0.135127,0.124683,0.135043,0.129393,0.121623,0.117950,0.094350,0.087553,0.104987,0.119960,0.111097,0.172130,0.122570,0.102090,0.114740,0.105957,0.082563,0.111860,0.142833,0.152240,0.106167,0.127487,0.128223,0.170683,0.105230,0.118427,0.119613,0.105287,0.144317,0.127523,0.118743,0.116220,0.109330,0.113013,0.142917,0.098570,0.127170,0.085840,0.109993,0.125533,0.107077,0.083103,0.104380,0.129330,0.116963,0.107337,0.108143,0.107253,0.123350,0.134833,0.145733,0.113063,0.117347,0.120723,0.126387,0.137830,0.138623,0.125457,0.140827,0.142927,0.106297,0.132083,0.087833,0.139100,0.096360,0.086600,0.110873,0.117030,0.128597,0.122723,0.129920,0.147517,0.118330,0.123060,0.127623,0.112147,0.137227,0.115407,0.140653,0.126550,0.146263,0.158123,0.102343,0.127710,0.138753,0.116453,0.107207,0.105003,0.113007,0.116470
0.190897,0.156167,0.198083,0.219947,0.200093,0.114863,0.112997,0.114127,0.106520,0.111450,0.142830,0.128497,0.124910,0.120070,0.116257,0.124217,0.126273,0.156020,0.113487,0.044723,0.094530,0.127533,0.108970,0.092097,0.121103,0.110540,0.173440,0.155397,0.150557,0.136270,0.129283,0.167660,0.131433,0.111383,0.109553,0.088207,0.121990,0.114377,0.110697,0.123177,0.100043,0.081877,0.103113,0.087090,0.086100,0.069497,0.086657,0.119240,0.094837,0.107397,0.133820,0.158617,0.103433,0.103400,0.166820,0.139673,0.140583,0.107733,0.134630,0.132043,0.147550,0.117517,0.106313,0.118267,0.106160,0.101423,0.097680,0.114570,0.071550,0.109697,0.121997,0.127363,0.127767,0.149453,0.105417,0.140073,0.151470,0.119937,0.136183,0.129203,0.128083,0.118260,0.131977,0.123430,0.129603,0.105090,0.133057,0.141283,0.111790,0.087920,0.107047,0.090093,0.089577,0.114730,0.142707,0.144543,0.107473,0.124503,0.109053,0.147643,0.120780,0.154323,0.148963,0.124543,0.112800,0.103390,0.121357,0.142123,0.112723,0.137830,0.145003,0.103313,0.125363,0.112780,0.111377,0.106323,0.101860,0.085273,0.095513,0.125563,0.115090,0.138037,0.133670,0.117617,0.119140,0.143620,0.132547,0.167973,0.128083,0.123040,0.117483,0.111277,0.150810,0.113047,0.103587,0.142190,0.121877,0.126613,0.111593,0.113510,0.091790
